STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,SECT_PERF,Sector of performance,SECT_FUND,Sources of funds,TYPE_COST,Type of expenditure,SIZE_CLASS,Employment size class,ACTIVITY,Economic activity,CRITERIA,Classification criteria,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,AUX_OBS_STATUS,Aux observation status,AUX_OBS_STATUS_2,Aux observation status 2,AUX_OBS_STATUS_3,Aux observation status 3,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,BASE_PER,Base Period,CURRENCY,Currency,DECIMALS,Decimals
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,ITA,Italy,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,14716.72797,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,DNK,Denmark,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,10.91436341,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,POL,Poland,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,3032.85468,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,GRC,Greece,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,510.7460171,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,HUN,Hungary,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,27.84766879,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,ITA,Italy,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,8.647693655,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,SVK,Slovak Republic,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,1.113405893,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,SWE,Sweden,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,,,,,,,,,,,,,,,C,Confidential statistical information,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,FIN,Finland,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,19.33638652,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,PRT,Portugal,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,19.57206741,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,ESP,Spain,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,26.66764805,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,USA,United States,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,257227,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,CZE,Czechia,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,15.11665924,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,ESP,Spain,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,5648.286482,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,BEL,Belgium,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,6008.305223,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,SWE,Sweden,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,,,,,,,,,,,,,,,C,Confidential statistical information,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,AUS,Australia,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,710.4990481,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,ITA,Italy,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,105.9248255,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,PRT,Portugal,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,14.00791045,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,FRA,France,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,22.0228696,,P,Provisional value,,,,,S2,Unrevised breakdown not adding to the revised total,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,DNK,Denmark,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,3331.354762,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,KOR,Korea,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,13.79745383,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,SVK,Slovak Republic,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,0,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,DEU,Germany,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,33.29830307,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,HUN,Hungary,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,1302.456118,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,NLD,Netherlands,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,,,,,,,,,,,,,,,C,Confidential statistical information,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,IRL,Ireland,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,2.795803539,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,FIN,Finland,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,2917.825989,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,AUS,Australia,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,3143.237501,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,POL,Poland,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,7.286792115,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,AUS,Australia,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,212.2428096,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,NLD,Netherlands,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,,,,,,,,,,,,,,,C,Confidential statistical information,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,FRA,France,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,272.0343803,,P,Provisional value,,,,,S2,Unrevised breakdown not adding to the revised total,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,NLD,Netherlands,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,,,,,,,,,,,,,,,C,Confidential statistical information,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,IRL,Ireland,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,1.064948129,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,JPN,Japan,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,33.44373384,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,PRT,Portugal,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,896.5335579,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,JPN,Japan,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,19.40973458,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,POL,Poland,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,33.56514478,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,GRC,Greece,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,5.182237422,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,BEL,Belgium,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,1.985471598,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,KOR,Korea,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,42.13151082,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,SVK,Slovak Republic,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,555.2371236,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,FIN,Finland,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,4.978830061,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,DEU,Germany,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,78537.67301,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,GRC,Greece,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,85.45474729,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,ESP,Spain,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,134.8330742,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,JPN,Japan,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,114001.5442,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,SWE,Sweden,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,,,,,,,,,,,,,,,C,Confidential statistical information,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,CZE,Czechia,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,4.124202916,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,BEL,Belgium,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,9.802299064,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,LUX,Luxembourg,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,,,,,,,,,,,,,,,C,Confidential statistical information,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,DEU,Germany,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,226.6432886,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,USA,United States,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,3150,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,IRL,Ireland,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,1571.469432,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,CZE,Czechia,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,2456.267629,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,FRA,France,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,20868.60244,,P,Provisional value,,,,,S2,Unrevised breakdown not adding to the revised total,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,HUN,Hungary,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,B,Mining and quarrying,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,0.874029992,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,KOR,Korea,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,C,Manufacturing,MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,64158.91896,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_BERD@DF_BERD_INDU(1.0),Business enterprise R&D expenditure by industry,I,DNK,Denmark,A,Annual,B,Business Enterprise Expenditure on R&D (BERD),BES,Business enterprise sector,_T,Total,_T,Total costs,_Z,Not applicable,A,"Agriculture, forestry and fishing",MA,Main activity,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,56.17259034,,,,,,,,,,,,,,,,6,Millions,,,,,3,Three
